X,Y,isinactive,lng,laststopid,vtype,bearing,globalid,lineid,ltype,routeid,delay,course,linename,lf,id,lastupdate,lat,finalstopid,objectid
16.621136,49.187664,false,16.621136,1696,4,90,{DC692D8A-3532-411F-B94E-B52469092641},602,4,37,0,60205,602,false,21981,2023/09/29 16:56:09.880+00,49.187664,16401,2988188648
16.643856,49.21574,false,16.643856,1521,2,180,{81BEFDCE-3AC7-4F57-A4C1-07C0DE0B74DE},75,2,1048,2,07507,75,true,7682,2023/09/29 16:56:09.880+00,49.21574,1757,2988188649
16.641773,49.202858,false,16.641773,1611,0,270,{4D35A9EE-FDED-4CB3-B704-3E70994BBED2},2,0,5216,0,00216,2,true,1918,2023/09/29 16:56:09.880+00,49.202858,1611,2988188650
16.65704,49.205769,false,16.65704,1477,2,180,{98B8DD49-B59F-4DDE-81AD-1E480CE4182E},57,2,5196,0,05701,57,true,7092,2023/09/29 16:56:09.880+00,49.205769,1235,2988188651
16.222296,48.872536,false,16.222296,18214,4,315,{3414B88D-66F5-44CD-8DE4-4643A39CDCD5},836,4,8,0,83601,836,true,21417,2023/09/29 16:56:09.880+00,48.872536,18122,2988188652
16.571566,49.220547,false,16.571566,1766,1,270,{2B5DEBEE-F35B-40C5-87A5-277EA7D86B92},34,1,5113,0,03203,34,true,3058,2023/09/29 16:56:09.881+00,49.220547,1073,2988188653
16.82407,49.144007,false,16.82407,16212,5,0,{F68885E2-E9B2-4854-ADE7-012461C4A4CB},120,5,24531,0,12007,S2,true,30266,2023/09/29 16:56:09.882+00,49.144007,16212,2988188654
16.565811,49.1954,false,16.565811,1007,2,45,{8ACD6726-A7BE-4FAB-B9BA-1FD9D7742171},84,2,1171,2,08403,84,true,2032,2023/09/29 16:56:09.882+00,49.1954,1611,2988188655
17.118706,48.854012,false,17.118706,19037,4,315,{EFFEDAEC-B188-4927-8288-E532AFEEFF6D},901,4,69,0,90102,901,true,21571,2023/09/29 16:56:09.882+00,48.854012,19024,2988188656
16.578915,49.212288,false,16.578915,1047,0,135,{7A1341A6-07E6-4F5A-ABE6-5CCFA8D76385},3,0,5222,0,00308,3,true,1948,2023/09/29 16:56:09.882+00,49.212288,1611,2988188657
17.104465,48.852695,false,17.104465,19005,4,270,{E2850F73-60CD-4A2B-A8F9-B72C1F27AB52},913,4,347,1,55601,913,true,22034,2023/09/29 16:56:09.882+00,48.852695,16545,2988188658
17.147562,48.86874,false,17.147562,19001,5,45,{98B5278F-FACA-433F-A947-5A28294188A8},139,5,4221,0,13903,S9,false,30244,2023/09/29 16:56:09.882+00,48.86874,31028,2988188659
16.581182,49.428066,false,16.581182,12431,4,270,{72C45B9F-E79E-49AD-83FD-0030404A943A},235,4,26,4,23502,235,true,21148,2023/09/29 16:56:09.880+00,49.428066,13419,2988188660
16.609709,49.193317,false,16.609709,1423,0,135,{603A27DC-6756-4380-98F7-627D3822EB1C},4,0,5212,1,00414,4,true,1730,2023/09/29 16:56:09.881+00,49.193317,1668,2988188661
16.570704,49.261318,false,16.570704,1063,2,315,{5685741F-94C3-4D8F-99F1-ADF14756C321},71,2,5043,1,04104,71,true,7694,2023/09/29 16:56:09.881+00,49.261318,13143,2988188662
16.606652,49.183122,false,16.606652,1146,5,180,{EE8CF14C-555A-41F3-AF77-59196426365D},141,5,4450,2,14149,S41,false,30298,2023/09/29 16:56:09.881+00,49.183122,24501,2988188663
16.633968,49.139317,false,16.633968,15130,2,135,{7D000405-FA52-4F4D-ABB8-F015BFF69577},49,2,5099,1,04905,49,true,7685,2023/09/29 16:56:09.881+00,49.139317,1716,2988188664
16.621338,49.175846,false,16.621338,1256,0,225,{4D3C6F70-2857-40DD-AFE3-73B6137EEF55},12,0,5215,1,01215,12,true,1100,2023/09/29 16:56:09.881+00,49.175846,1256,2988188665
16.964211,48.943474,false,16.964211,16545,4,270,{A08A915C-D88E-482A-84EA-DFEBD935F226},913,4,24,1,91302,913,true,21486,2023/09/29 16:56:09.881+00,48.943474,19001,2988188666
16.604729,48.964695,false,16.604729,15307,4,0,{3A2FC1D1-7E29-4B52-A612-62CB750FEE7D},530,4,111,0,53011,530,true,21598,2023/09/29 16:56:09.882+00,48.964695,15558,2988188667
16.612888,49.190704,false,16.612888,1146,5,225,{8FF77E2D-A15B-474B-8250-FD4154569062},120,5,24579,0,12011,S2,true,30120,2023/09/29 16:56:09.882+00,49.190704,1146,2988188668
16.625985,49.220552,false,16.625985,1331,5,135,{A5E8CAB4-A475-420D-B25B-4705108763D5},130,5,14661,0,13011,S3,true,30253,2023/09/29 16:56:09.882+00,49.220552,15403,2988188669
16.609093,49.48,false,16.609093,12676,4,180,{5E7BFB07-C701-430B-A88C-6213B4F6FCDA},258,4,15,1,25901,258,true,21158,2023/09/29 16:56:09.882+00,49.48,12515,2988188670
16.052618,48.857128,false,16.052618,18011,4,225,{75672CE9-0204-40E3-837C-099C76CC64B1},804,4,146,3,80403,804,true,21112,2023/09/29 16:56:09.882+00,48.857128,18038,2988188671
16.04973,48.860828,false,16.04973,18011,4,315,{C550319F-C305-494D-8EE1-3B14D5059E77},825,4,23,0,82502,825,true,21483,2023/09/29 16:56:09.883+00,48.860828,18160,2988188672
16.065867,49.223126,false,16.065867,14507,5,270,{145270EA-FBA8-4835-8331-6CFAB9DFC215},124,5,652,8,12407,R11,false,30168,2023/09/29 16:56:09.882+00,49.223126,31015,2988188673
17.381954,48.949333,false,17.381954,19316,4,90,{3B15619C-8906-4BC9-BC92-DEB1DDFAD10B},116,5,3720,0,11605,xS91,false,18141,2023/09/29 16:56:09.882+00,48.949333,19316,2988188674
17.168667,49.259907,false,17.168667,17604,4,180,{71A4A5BA-144A-4073-A165-B31A7C8E10EF},753,4,34,0,75301,753,true,21868,2023/09/29 16:56:09.882+00,49.259907,17423,2988188675
16.514307,49.21722,false,16.514307,1461,2,270,{97238D39-4ACB-4648-87BB-7CF72A9E8AD6},790,2,5035,1,05034,E50,true,2685,2023/09/29 16:56:09.883+00,49.21722,1559,2988188676
17.326836,48.899006,false,17.326836,19319,4,270,{D3BDC1E0-11AA-4509-9A63-8642587F6FEF},910,4,14,0,91106,910,true,21175,2023/09/29 16:56:09.883+00,48.899006,19001,2988188677
16.60804,49.556263,false,16.60804,12713,4,0,{D6B5CB69-194B-4F55-8966-181E1D9BE510},271,4,34,6,27201,271,true,21687,2023/09/29 16:56:09.883+00,49.556263,12714,2988188678
16.630396,49.154785,false,16.630396,7503,2,0,{45E0059B-965D-4222-B44E-ADE1C23E3B64},67,2,5110,0,06705,67,true,7112,2023/09/29 16:56:09.883+00,49.154785,1213,2988188679
16.753862,49.342785,false,16.753862,12318,4,225,{747D2C43-0348-4F53-90DB-95F1F1D11E7C},231,4,52,0,23105,231,true,21856,2023/09/29 16:56:09.883+00,49.342785,12342,2988188680
16.612404,49.190708,false,16.612404,1146,5,-1,{A989F29B-8D19-48A0-8969-2D0784BA3A37},124,5,650,0,12408,R11,false,30122,2023/09/29 16:56:09.883+00,49.190708,31015,2988188681
16.813923,49.470741,false,16.813923,12631,4,45,{C71872E5-F349-4B47-8D51-3099391344CB},261,4,21,11,26102,261,true,21071,2023/09/29 16:56:09.884+00,49.470741,12612,2988188682
16.935455,49.145203,false,16.935455,16318,4,270,{560BEE19-342D-4039-9BFB-935721CA6CB7},640,4,25,0,64001,640,true,21864,2023/09/29 16:56:09.884+00,49.145203,16325,2988188683
16.81381,49.021507,false,16.81381,16342,4,135,{2211BAB0-6888-4944-B24A-8A462EE74BE2},109,4,55,0,10904,109,true,21803,2023/09/29 16:56:09.884+00,49.021507,19001,2988188684
17.127352,49.464348,false,17.127352,30013,4,45,{A759ED6D-1706-4624-9A77-4ADA32A30F3E},755,4,20,0,75554,755,true,19803,2023/09/29 16:56:09.884+00,49.464348,30013,2988188685
16.858063,48.995701,false,16.858063,16351,4,225,{58CAC070-9D8B-43D9-897D-E187647FDF6E},551,4,23,1,55102,551,true,21821,2023/09/29 16:56:09.884+00,48.995701,16345,2988188686
16.497633,49.455261,false,16.497633,12531,4,315,{04FF13D0-393B-4AB9-8329-B3E7E4748D71},257,4,65,0,25705,257,true,21197,2023/09/29 16:56:09.884+00,49.455261,12026,2988188687
16.591349,49.222794,false,16.591349,1586,2,90,{BE2DECCB-3100-4BCC-B836-A4D59C1C6676},67,2,5115,2,06715,67,true,7003,2023/09/29 16:56:09.884+00,49.222794,7524,2988188688
16.636144,49.364799,false,16.636144,22301,5,180,{CD31086B-639A-4667-A841-2773A00DDCB8},120,5,24555,0,12005,S2,true,30231,2023/09/29 16:56:09.882+00,49.364799,1146,2988188689
16.893497,48.755322,false,16.893497,15729,4,225,{884AD967-8039-4AB4-9CD6-F6ABA771ED4F},542,4,77,4,57004,542,true,21698,2023/09/29 16:56:09.882+00,48.755322,15403,2988188690
16.468771,49.137947,false,16.468771,14211,4,135,{025BA020-A989-4FB5-BB6C-CB42D1B99A4B},404,4,75,1,51003,404,true,21105,2023/09/29 16:56:09.883+00,49.137947,14213,2988188691
16.575497,49.200962,false,16.575497,1013,1,135,{610E194F-CE8E-40D0-94E2-D322E660FE32},35,1,5101,0,03901,35,true,3311,2023/09/29 16:56:09.883+00,49.200962,1378,2988188692
16.605436,49.207966,false,16.605436,1483,1,90,{9661DE35-8F61-42B6-8997-0125FE81CF0A},26,1,5127,1,02518,26,true,3674,2023/09/29 16:56:09.884+00,49.207966,1646,2988188693
16.419365,49.34687,false,16.419365,13334,4,135,{0E3105FD-8AE7-44C0-875D-C92B5EE87146},311,4,21,0,31202,311,true,21553,2023/09/29 16:56:09.884+00,49.34687,13143,2988188694
17.510615,48.878633,false,17.510615,19530,5,0,{CDCD96D3-C071-4F1E-A16E-CC461E686C77},149,5,2774,7,14912,S91,false,30051,2023/09/29 16:56:09.884+00,48.878633,29501,2988188695
17.047535,49.136543,false,17.047535,26501,5,225,{13192CA3-46A0-4F5A-9717-908B277A140F},146,5,4120,0,14681,S6,false,30187,2023/09/29 16:56:09.885+00,49.136543,1146,2988188696
17.08084,49.149089,false,17.08084,16509,5,-1,{3F6BE4BC-68A4-4C71-A615-B6315DDCF908},146,5,4140,0,14652,S6,false,30113,2023/09/29 16:56:09.885+00,49.149089,1146,2988188697
16.641361,49.547005,false,16.641361,12739,4,225,{5C396128-5CA4-43C6-A5C8-9A16A4538D07},253,4,22,1,25301,253,true,21365,2023/09/29 16:56:09.885+00,49.547005,12635,2988188698
17.028536,49.212837,false,17.028536,16425,4,45,{CC606B21-4A05-495A-A438-2A15A5323B75},156,4,17,1,64303,156,true,21880,2023/09/29 16:56:09.886+00,49.212837,16401,2988188699
16.647032,49.156292,false,16.647032,1518,4,0,{04AA3A69-4F8A-4841-ABDC-974D24BF86D7},48,2,52,1,07441,48,true,21264,2023/09/29 16:56:09.886+00,49.156292,1716,2988188700
16.833059,49.345104,false,16.833059,17351,4,0,{E038E6CD-04D5-4AC4-94EC-E25322600533},167,4,34,1,16703,167,true,21425,2023/09/29 16:56:09.883+00,49.345104,12314,2988188701
16.038139,48.86544,false,16.038139,18012,4,315,{6621B758-A3EF-4D14-A3DF-45E1C97EBF4A},803,4,82,2,80301,803,true,21260,2023/09/29 16:56:09.883+00,48.86544,18030,2988188702
16.653313,49.228107,false,16.653313,1014,2,45,{3B1C23A6-BD6E-46AB-A343-B98F49D27015},785,4,5099,0,05809,x45,true,7070,2023/09/29 16:56:09.886+00,49.228107,1611,2988188703
16.044176,48.863693,false,16.044176,18011,4,0,{06D9ECA5-554C-47D2-99ED-5CC2A4A46647},804,4,149,2,80404,804,true,21959,2023/09/29 16:56:09.886+00,48.863693,18048,2988188704
16.706818,48.912853,false,16.706818,15423,4,180,{6347ACB5-8ECC-4E46-B09C-DD8A0EC63412},543,4,21,0,53101,543,true,21846,2023/09/29 16:56:09.886+00,48.912853,15403,2988188705
16.855591,49.130714,false,16.855591,16223,4,270,{1888C7C8-13BA-4B87-9C02-4EC5402EDDD2},620,4,38,0,62005,620,true,21167,2023/09/29 16:56:09.886+00,49.130714,16328,2988188706
16.665348,49.183765,false,16.665348,1068,1,270,{F1801EDD-0370-413F-B48E-BE8E295AB412},31,1,5141,2,03103,31,true,3023,2023/09/29 16:56:09.886+00,49.183765,1146,2988188707
16.876888,49.148773,false,16.876888,16333,4,180,{D42C65F8-E6EB-4EE0-A26D-CD5E785476F3},630,4,84,0,62004,630,true,21909,2023/09/29 16:56:09.886+00,49.148773,16310,2988188708
16.642464,49.208351,false,16.642464,1811,2,0,{39BADE96-6473-4B11-A7DD-98823611374A},75,2,1049,1,07515,75,true,7677,2023/09/29 16:56:09.886+00,49.208351,12158,2988188709
16.77931,49.006817,false,16.77931,15364,4,180,{890124AF-7B20-4BB3-862A-1E4C875CCCBF},522,4,135,0,52102,522,false,21630,2023/09/29 16:56:09.886+00,49.006817,15403,2988188710
17.739542,49.564289,false,17.739542,30012,5,45,{B8E75138-607C-46FF-931D-51CB84F44C86},147,5,1125,6,14725,R8,false,30307,2023/09/29 16:56:09.886+00,49.564289,17446,2988188711
17.387875,48.953252,false,17.387875,19310,5,225,{9316E730-716F-4DFA-9579-805F1162885C},126,5,1774,2,12618,R56,false,30178,2023/09/29 16:56:09.887+00,48.953252,1146,2988188712
16.522038,48.980862,false,16.522038,15317,4,90,{0B4C591E-A4AF-4FDE-85BA-FA7C4876B3E9},104,4,25,0,10405,104,true,21678,2023/09/29 16:56:09.887+00,48.980862,15775,2988188713
16.903046,49.218739,false,16.903046,17311,4,225,{FD1FE5F3-E337-4E4B-9588-4C0F90C9F04D},730,4,55,4,73001,730,true,21807,2023/09/29 16:56:09.887+00,49.218739,17335,2988188714
16.579899,49.262882,false,16.579899,1189,2,315,{BED1C71B-D5FE-4AD1-A0A9-B774BFD79AB6},41,2,5060,0,04106,41,true,7732,2023/09/29 16:56:09.888+00,49.262882,1286,2988188715
16.597351,49.171768,false,16.597351,1703,4,180,{40691167-6529-4D30-8437-68BB7E6E97E7},504,4,281,0,40301,504,true,21518,2023/09/29 16:56:09.888+00,49.171768,15317,2988188716
16.755964,49.530376,false,16.755964,12608,4,90,{645851A8-2E1E-420A-9B5B-A7001F896D27},262,4,48,2,26204,262,true,21029,2023/09/29 16:56:09.888+00,49.530376,12601,2988188717
16.597391,49.171616,false,16.597391,1703,4,180,{EC5B2078-E4D3-4D7A-86FE-9BA2F6D9FE64},502,4,97,0,50201,CTP,true,21701,2023/09/29 16:56:09.888+00,49.171616,15105,2988188718
16.46479,49.071392,false,16.46479,14340,4,180,{4F202527-A9BF-407F-9531-E750BBBEBB7C},512,4,85,0,51203,512,true,21103,2023/09/29 16:56:09.888+00,49.071392,14346,2988188719
17.279764,48.970516,false,17.279764,16907,4,270,{7144C6AE-3036-4FB6-B938-22ABA80E0013},934,4,23,0,93403,934,true,21133,2023/09/29 16:56:09.888+00,48.970516,16844,2988188720
16.729733,49.341038,false,16.729733,12334,4,225,{AD457379-7F5F-4A2B-B4D9-CAC7420E7630},231,4,49,0,23101,231,true,21757,2023/09/29 16:56:09.888+00,49.341038,12412,2988188721
16.590705,49.033828,false,16.590705,15222,5,180,{ED2D7FB6-8586-4A87-BD0D-D68469F9F93B},130,5,14659,1,13013,S3,true,30279,2023/09/29 16:56:09.888+00,49.033828,15403,2988188722
16.397871,49.214554,false,16.397871,14215,4,270,{DF275DA3-2ABC-4487-90B5-45798246FBEF},401,4,61,0,40102,401,true,21634,2023/09/29 16:56:09.888+00,49.214554,14412,2988188723
16.428694,49.085394,false,16.428694,14350,5,-1,{6C36D183-E03D-4FB5-8CD1-E5BDA506C713},141,5,4445,6,14135,S41,false,30142,2023/09/29 16:56:09.889+00,49.085394,1146,2988188724
16.781589,48.889743,false,16.781589,15537,5,270,{99727DC2-E10D-4B3B-A09E-3A36FAE11E23},133,5,17724,0,13301,S52,true,30076,2023/09/29 16:56:09.889+00,48.889743,15537,2988188725
17.160666,48.912186,false,17.160666,19159,4,180,{E4BAB902-3DFF-4F99-A28C-BD647B553F50},664,4,46,3,66402,664,false,21278,2023/09/29 16:56:09.889+00,48.912186,19001,2988188726
16.64472,49.491692,false,16.64472,12650,4,270,{B1820CB2-5A04-4226-B7E0-9EF060CEF65B},253,4,23,1,25103,253,true,21369,2023/09/29 16:56:09.889+00,49.491692,12919,2988188727
16.557966,49.480209,false,16.557966,12685,4,0,{C61DF734-8D48-4C2B-B6E5-2E2C1879C8E3},257,4,20,2,25702,257,true,21848,2023/09/29 16:56:09.890+00,49.480209,12635,2988188728
16.61514,49.194509,false,16.61514,13425,5,135,{ED4DA746-0614-4203-A907-DFCB0064141F},130,5,14620,2,13001,S3,true,30218,2023/09/29 16:56:09.890+00,49.194509,30009,2988188729
16.381579,48.81112,false,16.381579,15637,5,135,{08E7AEAA-DCF8-430F-9F5E-B15FFAE65D88},141,5,1748,2,14141,S41,false,30262,2023/09/29 16:56:09.891+00,48.81112,15637,2988188730
16.394827,49.214817,false,16.394827,14218,4,45,{C3EB8570-0937-457D-9E10-857D66BC98C1},153,4,208,0,15303,153,true,21640,2023/09/29 16:56:09.890+00,49.214817,14217,2988188731
16.59825,48.989206,false,16.59825,15307,5,0,{6EA8848A-FFF6-411D-A173-ADCB34B8FF0E},130,5,14666,1,13010,S3,true,30014,2023/09/29 16:56:09.883+00,48.989206,13334,2988188732
16.636133,48.80415,false,16.636133,15703,4,135,{9D8189D9-3B64-4456-A03B-490936636C76},105,4,61,2,10505,105,false,21767,2023/09/29 16:56:09.883+00,48.80415,15714,2988188733
16.613218,49.189894,false,16.613218,1146,5,-1,{6945447F-B467-43F2-B2F0-BCF3D6208D80},141,5,4416,0,14153,S41,false,30285,2023/09/29 16:56:09.883+00,49.189894,15637,2988188734
16.5455,49.196003,false,16.5455,1033,1,0,{19672A60-F815-4FAB-99DF-7349F35DF881},37,1,5191,1,03709,37,true,3681,2023/09/29 16:56:09.884+00,49.196003,1378,2988188735
16.339527,49.453886,false,16.339527,13334,5,315,{E25AC760-AD45-47DE-BDDB-1FF592983C1C},131,5,14956,1,13103,S31,true,30161,2023/09/29 16:56:09.884+00,49.453886,13520,2988188736
16.984863,48.953995,false,16.984863,16556,4,45,{BEB13033-5EA9-4CE2-B17E-70C50EFBD7A3},662,4,44,2,66201,662,true,21672,2023/09/29 16:56:09.884+00,48.953995,16608,2988188737
16.626163,49.214512,false,16.626163,1646,0,180,{5BF34B68-906F-4335-BB41-181D9BA1756B},5,0,5215,0,00515,5,true,1813,2023/09/29 16:56:09.884+00,49.214512,1706,2988188738
17.047501,49.030773,false,17.047501,16531,4,315,{C4E42930-E12E-4795-8755-AB525EB94131},660,4,39,1,66003,660,true,21093,2023/09/29 16:56:09.884+00,49.030773,16301,2988188739
17.152884,48.863224,false,17.152884,19024,4,315,{8A43715C-C181-4771-8514-ED8ACE855262},901,4,66,0,90301,901,true,21523,2023/09/29 16:56:09.884+00,48.863224,19019,2988188740
16.893564,48.993454,false,16.893564,16466,4,315,{32C6D208-574B-44CF-AF0F-DF534F069C20},109,4,58,5,10902,109,true,21056,2023/09/29 16:56:09.884+00,48.993454,1696,2988188741
16.933492,49.145074,false,16.933492,16333,5,90,{93FC3B95-3C34-4821-987F-24D879156684},146,5,4123,0,14635,S6,false,30012,2023/09/29 16:56:09.884+00,49.145074,31027,2988188742
16.648573,49.190201,false,16.648573,1677,4,90,{7ADD7FA4-B7F5-42E0-91D7-7E3B0F47C4F3},702,4,171,5,70105,702,true,21239,2023/09/29 16:56:09.884+00,49.190201,17220,2988188743
16.967541,48.725281,false,16.967541,15817,4,45,{B5AF5632-AE86-451D-A264-6AADA496385F},572,4,75,1,57202,572,false,21434,2023/09/29 16:56:09.884+00,48.725281,19001,2988188744
16.567398,49.175781,false,16.567398,1429,0,180,{90A6AE29-768D-420F-B053-E3DB58A6A9C2},8,0,5222,0,00812,8,true,1729,2023/09/29 16:56:09.884+00,49.175781,1384,2988188745
16.519262,49.225586,false,16.519262,1537,0,90,{BC53512C-4323-4503-BEBF-8C3CF85189D5},3,0,5226,0,00310,3,true,1916,2023/09/29 16:56:09.884+00,49.225586,1611,2988188746
16.622469,49.22361,false,16.622469,1128,0,315,{1FCD557B-ED84-4941-ACB3-B5F6ABDFAA77},9,0,5214,1,00908,9,true,1911,2023/09/29 16:56:09.885+00,49.22361,1069,2988188747
16.653027,49.491756,false,16.653027,12635,4,225,{1C89ACD0-A246-4F3A-970D-A9B5B87EB947},234,4,155,0,23304,234,true,21398,2023/09/29 16:56:09.885+00,49.491756,12342,2988188748
17.034491,49.218441,false,17.034491,16420,4,225,{CCA8F928-6769-4D43-9EB6-F8FEF9981477},166,4,85,6,64301,166,true,21388,2023/09/29 16:56:09.885+00,49.218441,16629,2988188749
16.253876,49.22258,false,16.253876,14428,4,90,{46C9929B-8B7C-489B-ABDF-F9A259E35AB0},420,4,23,1,42001,420,true,21814,2023/09/29 16:56:09.885+00,49.22258,14425,2988188750
16.561247,49.410606,false,16.561247,12453,4,270,{4FBD0871-4E11-4A84-8AFD-D3EA34015963},313,4,23,2,31302,313,true,21712,2023/09/29 16:56:09.885+00,49.410606,13143,2988188751
16.880699,49.203373,false,16.880699,1677,4,45,{67523B46-5632-4986-A6C1-918846AD0C74},107,4,64,1,10703,107,false,21334,2023/09/29 16:56:09.885+00,49.203373,17423,2988188752
16.641415,49.202164,false,16.641415,1611,0,180,{2F960C4D-000B-4E1A-8F3D-8DA49B8755F0},3,0,5217,0,00302,3,true,1930,2023/09/29 16:56:09.886+00,49.202164,1537,2988188753
16.628633,49.406424,false,16.628633,12439,5,0,{8050DEEB-F6D0-4F8D-A059-C84C48D53AA8},120,5,24580,1,12012,S2,true,30144,2023/09/29 16:56:09.885+00,49.406424,12439,2988188754
16.522354,49.246178,false,16.522354,1689,4,315,{67781297-15B4-4C49-B016-E934A3FCFE3D},302,4,158,2,30204,302,true,21934,2023/09/29 16:56:09.886+00,49.246178,13143,2988188755
16.530909,49.227661,false,16.530909,1796,2,180,{C6211A3E-ADC7-4CA8-9236-2822D6FE855B},54,2,5108,0,05202,54,true,7716,2023/09/29 16:56:09.886+00,49.227661,1796,2988188756
16.622299,49.35688,false,16.622299,12359,4,135,{6FA9343C-4140-4DE3-A7AD-7602B135E038},224,4,10,0,23202,224,true,21564,2023/09/29 16:56:09.886+00,49.35688,12342,2988188757
16.640406,49.135174,false,16.640406,15186,2,135,{C4730A41-B9B2-4BD6-BE4C-622185490917},78,2,1106,1,07805,78,true,2038,2023/09/29 16:56:09.887+00,49.135174,1809,2988188758
16.735538,48.93837,false,16.735538,15403,4,0,{8404EF93-3879-4CC5-8547-AC43908E55D3},540,4,36,0,54001,540,true,21759,2023/09/29 16:56:09.887+00,48.93837,15714,2988188759
16.611938,49.191105,false,16.611938,1436,0,45,{787CC598-BE7C-4584-9702-7D1F0D97EA58},12,0,5217,0,01219,12,true,1130,2023/09/29 16:56:09.887+00,49.191105,1256,2988188760
17.073572,48.923756,false,17.073572,19148,4,0,{A7AA919F-52D6-4449-909D-DFCE656877E4},159,4,32,2,15902,159,true,21196,2023/09/29 16:56:09.887+00,48.923756,19104,2988188761
16.816401,48.898228,false,16.816401,15526,4,270,{F45951B4-59DE-4C21-9DEA-87943C7CA7A7},542,4,37,5,54201,542,true,21954,2023/09/29 16:56:09.887+00,48.898228,15403,2988188762
16.259422,49.348438,false,16.259422,13453,4,0,{F3AE858B-33AF-4111-86A7-66A090B7ABCD},163,4,25,0,16301,163,true,21426,2023/09/29 16:56:09.887+00,49.348438,14412,2988188763
16.474262,49.183735,false,16.474262,1429,4,270,{676EAAC9-B143-467E-B7DC-42AA9975DCEC},405,4,43,0,40505,405,true,21129,2023/09/29 16:56:09.888+00,49.183735,14242,2988188764
16.311632,49.045506,false,16.311632,14474,4,315,{79B0FF85-DE16-4005-A24C-9395D79A1250},445,4,46,1,81002,445,true,21658,2023/09/29 16:56:09.888+00,49.045506,14499,2988188765
17.09906,48.915108,false,17.09906,19151,4,0,{78102349-3803-420F-9C0C-FE26029E85A8},663,4,51,4,66305,663,true,21706,2023/09/29 16:56:09.888+00,48.915108,19144,2988188766
16.701164,49.370117,false,16.701164,12394,4,45,{4BDD9DAC-5F28-429E-B89E-B1F1CDDA5167},233,4,13,0,23303,233,true,21552,2023/09/29 16:56:09.888+00,49.370117,12601,2988188767
16.612554,49.19037,false,16.612554,1146,5,225,{AECDD74E-62B1-44F0-AF56-BE1809A3E8F9},123,5,985,0,12319,R9,false,30047,2023/09/29 16:56:09.888+00,49.19037,1146,2988188768
17.010715,48.805759,false,17.010715,19131,4,135,{71435DCE-26FA-4ED1-9FDD-FC4279630887},573,4,16,0,57210,573,true,21070,2023/09/29 16:56:09.888+00,48.805759,15732,2988188769
16.537766,49.452358,false,16.537766,12524,4,225,{485F7622-7BB5-473D-8BB1-1580ABA8A107},301,4,114,1,30103,301,true,21622,2023/09/29 16:56:09.888+00,49.452358,1286,2988188770
16.348736,49.153454,false,16.348736,14336,4,270,{0D2DB349-3E1F-41B5-BFC2-963D0A0C6A47},421,4,140,0,42101,421,false,21624,2023/09/29 16:56:09.889+00,49.153454,14242,2988188771
16.316402,49.369759,false,16.316402,13440,4,315,{D0C42246-76C0-4B2A-AF81-F35195CE203E},336,4,35,0,33601,336,true,21582,2023/09/29 16:56:09.889+00,49.369759,13516,2988188772
17.066809,49.013279,false,17.066809,16622,4,90,{4F6FD297-05EF-414F-8C6B-D0ECD7F5F019},106,4,27,1,10606,106,false,21342,2023/09/29 16:56:09.889+00,49.013279,16608,2988188773
17.375882,48.944381,false,17.375882,16908,5,135,{555F3711-9A02-4F85-BB61-AE7856F34DB6},126,5,1773,0,12607,R56,false,30114,2023/09/29 16:56:09.889+00,48.944381,31026,2988188774
17.081562,48.97171,false,17.081562,16807,4,315,{89821AAC-90DE-487A-B83B-377177CAF6C5},663,4,139,1,91301,663,true,21123,2023/09/29 16:56:09.889+00,48.97171,16608,2988188775
16.369576,49.184343,false,16.369576,24201,5,270,{60441760-6C28-4B2C-8EB9-04BC17170C21},140,5,4844,6,14004,S4,false,30054,2023/09/29 16:56:09.890+00,49.184343,14242,2988188776
16.645979,49.354404,false,16.645979,12342,4,0,{DD344B25-C591-4D5D-AB9B-5ED7F888AA5D},222,4,41,0,22201,222,true,21395,2023/09/29 16:56:09.882+00,49.354404,12342,2988188777
16.522478,48.980927,false,16.522478,15317,4,90,{7A29C0FE-2DD6-4920-AE9B-E061D2D3CD3A},108,4,232,0,10503,108,true,21262,2023/09/29 16:56:09.883+00,48.980927,1696,2988188778
16.595633,49.230476,false,16.595633,1286,4,45,{E55B6EED-CF74-4AB7-B992-8BA100A1DCC7},301,4,109,0,30101,301,true,21595,2023/09/29 16:56:09.890+00,49.230476,12767,2988188779
16.615877,49.19619,false,16.615877,1357,0,45,{7EC57DD8-EB04-4B50-8F44-34C9AEF41AEB},2,0,5218,1,00214,2,true,1926,2023/09/29 16:56:09.890+00,49.19619,1611,2988188780
16.851976,48.838745,false,16.851976,15619,4,135,{B575359D-C07B-4CFA-AE1E-71159BACF8A5},555,4,75,0,57402,555,true,22024,2023/09/29 16:56:09.891+00,48.838745,15810,2988188781
16.057037,48.851875,false,16.057037,18009,4,0,{DC02A037-6E8E-4B0B-AEB3-76E95484FAE2},811,4,35,0,81102,811,false,21493,2023/09/29 16:56:09.891+00,48.851875,18304,2988188782
16.679228,49.379509,false,16.679228,12346,4,90,{990B9349-476D-4B44-ACEF-7A3814E476CC},223,4,33,1,22101,223,true,21300,2023/09/29 16:56:09.891+00,49.379509,12378,2988188783
16.615494,49.127743,false,16.615494,15127,2,45,{511AF2B4-F281-4EF0-961C-8678C939902E},49,2,5098,4,04909,49,true,7679,2023/09/29 16:56:09.891+00,49.127743,15130,2988188784
