#group,false,false,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,
,result,table,_time,_value,_field,_measurement,code,owner
,,21,2023-08-02T13:28:48Z,11.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-02T14:28:49Z,9.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-02T15:28:49Z,8.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-02T18:28:49Z,12.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-02T19:28:48Z,12.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-02T21:28:49Z,10.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T03:28:56Z,9.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T04:28:56Z,7.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T07:28:56Z,8.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T08:28:57Z,11.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T09:28:57Z,21.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T10:28:56Z,15.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T11:28:57Z,8.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T13:28:56Z,6.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T14:28:57Z,5.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T15:28:57Z,6.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-03T19:28:58Z,9.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T03:28:59Z,6.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T04:28:59Z,5.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T06:29:06Z,14.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T08:29:05Z,19.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T09:29:06Z,15.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T10:29:06Z,12.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T11:29:05Z,12.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T12:29:06Z,13.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T14:29:07Z,11.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T16:29:07Z,11.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-04T19:29:07Z,12.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-05T06:29:14Z,9.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-05T11:29:14Z,11.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-05T12:29:14Z,10.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-05T14:29:15Z,8.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-05T17:29:15Z,6.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-05T18:29:14Z,4.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-05T23:29:16Z,5.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-06T07:29:17Z,1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-06T10:29:17Z,1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-06T14:29:17Z,3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-06T18:29:18Z,6.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-06T23:29:19Z,5.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T01:29:20Z,2.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T03:29:20Z,3.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T05:29:20Z,2.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T08:29:20Z,4.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T09:29:20Z,3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T11:30:47Z,3.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T12:30:48Z,2.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T13:30:48Z,2.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T14:30:47Z,1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T20:30:48Z,4.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-07T21:30:48Z,4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T01:30:49Z,3.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T05:30:50Z,6.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T06:30:50Z,11,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T07:30:50Z,18,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T08:30:50Z,16,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T10:30:50Z,12,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T11:30:50Z,9.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T12:30:50Z,9.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T13:30:50Z,6.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T14:30:50Z,6.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T17:30:50Z,7.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-08T20:31:12Z,11.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T01:31:13Z,9.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T04:31:13Z,5.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T05:31:12Z,4.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T07:31:13Z,13.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T08:31:12Z,26.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T09:31:13Z,13.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T10:31:13Z,8.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T12:31:14Z,7.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T13:31:13Z,6.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T17:31:14Z,6.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T19:31:13Z,5.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-09T21:31:15Z,7.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-10T01:31:15Z,11.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-10T04:31:15Z,5.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-10T06:31:15Z,7.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-10T07:31:15Z,7.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-10T08:31:16Z,10.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-10T09:31:15Z,15,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-10T10:31:16Z,23.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-10T12:31:15Z,13,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-10T13:31:16Z,10.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-10T16:31:16Z,11.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-11T01:31:30Z,12,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-11T03:31:30Z,10,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-11T05:31:30Z,11.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-11T06:31:30Z,12.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-11T08:31:30Z,15.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-11T09:31:30Z,21.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-11T10:31:30Z,24.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-11T12:31:30Z,19.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-11T15:31:31Z,13.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-11T22:31:30Z,17.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-12T04:31:40Z,16,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-12T07:31:40Z,18,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-12T08:31:39Z,17.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-12T10:31:40Z,21.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-12T13:31:41Z,12.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-12T18:31:41Z,10.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-12T23:31:41Z,24.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-13T07:31:43Z,17.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-13T09:31:42Z,15,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-13T10:31:44Z,15.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-13T13:31:45Z,15.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-13T16:31:45Z,12.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-13T17:31:44Z,13.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-13T18:31:45Z,17,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-13T22:31:46Z,24.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T04:31:46Z,13.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T06:31:47Z,17.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T07:31:47Z,25.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T09:31:47Z,22.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T10:31:47Z,24.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T11:31:47Z,21.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T12:31:47Z,21.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T13:31:47Z,22.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T15:31:47Z,19.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T16:31:47Z,18.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-14T21:32:05Z,24.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-15T04:32:05Z,20.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-15T07:32:06Z,24.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-15T08:32:05Z,35.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-15T10:32:06Z,27.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-15T11:32:05Z,24.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-15T12:32:06Z,25.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-15T14:32:05Z,23.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-15T15:32:06Z,22.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-15T22:32:07Z,27.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T05:32:06Z,23.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T06:32:06Z,23.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T07:32:07Z,28.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T08:32:06Z,32,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T09:32:06Z,35.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T11:32:17Z,26.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T12:32:17Z,23.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T14:32:17Z,25.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T15:32:17Z,22.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T17:32:17Z,21.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T18:32:17Z,24.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T21:32:17Z,22.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-16T22:32:18Z,21.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-17T05:32:23Z,20.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-17T07:32:23Z,21.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-17T09:32:25Z,25.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-17T11:32:24Z,28.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-17T14:32:24Z,29.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-17T16:32:26Z,22.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-17T22:32:26Z,11.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-17T23:32:26Z,12.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T02:32:27Z,11.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T05:32:27Z,13.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T06:32:27Z,13.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T07:32:26Z,14.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T08:32:27Z,17.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T09:32:27Z,16.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T11:32:27Z,28.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T12:32:27Z,26.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T13:32:28Z,22.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T14:32:27Z,20,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T15:32:28Z,19.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T19:32:28Z,20.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T21:32:28Z,22.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-18T23:32:29Z,19.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-19T01:32:29Z,19.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-19T04:32:29Z,19.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-19T14:32:43Z,21.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-19T16:32:44Z,18.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-19T23:32:44Z,24.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-20T00:32:44Z,23,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-20T01:32:45Z,22.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-20T05:32:45Z,22.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-20T06:32:44Z,23.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-20T14:32:47Z,14.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-20T23:32:48Z,21.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T02:32:48Z,20,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T03:32:49Z,20.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T05:32:48Z,21.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T07:32:48Z,23,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T08:32:48Z,26.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T09:32:49Z,35.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T10:32:50Z,47.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T12:32:50Z,29.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T13:32:50Z,27.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T14:32:50Z,27,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T15:32:50Z,27.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T16:32:50Z,25.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T18:32:50Z,16.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T19:32:50Z,23.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T20:32:50Z,20.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T21:32:50Z,19.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-21T22:32:50Z,20.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T00:32:51Z,19.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T01:32:50Z,20.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T03:32:51Z,21.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T04:32:50Z,22.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T05:32:51Z,23.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T06:32:51Z,24.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T07:32:50Z,25,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T08:32:51Z,25.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T09:32:52Z,30.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T10:32:52Z,29.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T11:32:51Z,31.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T12:32:52Z,30.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T13:32:52Z,31.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T15:32:52Z,32.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T16:32:52Z,21.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T17:32:51Z,25.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T18:32:52Z,24.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T19:32:52Z,21.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T20:32:51Z,24.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T21:32:52Z,22.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-22T22:32:53Z,21.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T00:32:53Z,21,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T01:32:53Z,21.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T02:32:53Z,20.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T03:32:53Z,19.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T04:32:53Z,18.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T06:32:54Z,21.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T07:32:53Z,20.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T09:33:16Z,24.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T10:33:15Z,20,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T11:33:15Z,18.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T12:33:16Z,20.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T13:33:15Z,19.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T14:33:15Z,20.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T15:33:16Z,17.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T16:33:15Z,16.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T17:33:15Z,18.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T18:33:16Z,20.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T19:33:15Z,21.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T20:33:17Z,20.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T21:33:17Z,20,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-23T22:33:17Z,20.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T00:33:17Z,18.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T01:33:17Z,17.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T02:33:17Z,16.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T03:33:17Z,17.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T04:33:17Z,16.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T06:33:19Z,18.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T07:33:19Z,20,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T08:33:18Z,23.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T09:33:19Z,31.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T10:33:19Z,23.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T11:33:18Z,26.4,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T12:33:19Z,27,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T13:33:19Z,24.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T14:33:18Z,20.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T15:33:19Z,19.6,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T16:33:19Z,24.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T17:33:18Z,22.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T18:33:20Z,21.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T19:33:20Z,19.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T20:33:20Z,22.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T21:33:29Z,24.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-24T22:33:29Z,26.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T00:33:29Z,20.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T01:33:29Z,19.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T02:33:29Z,20.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T03:33:29Z,20.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T04:33:29Z,20.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T06:33:30Z,22.8,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T07:33:30Z,36.9,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T09:33:30Z,25.7,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T10:33:30Z,18.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T12:33:30Z,13.2,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T13:33:30Z,19,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T14:33:30Z,15.1,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T15:33:30Z,17.5,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T16:33:30Z,15.3,value,pm10_1h,BBNVA,ČHMÚ
,,21,2023-08-25T17:33:30Z,16.2,value,pm10_1h,BBNVA,ČHMÚ
,,22,2023-08-01T04:28:26Z,9.8,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-01T06:28:26Z,15.9,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-01T07:28:26Z,11.6,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-01T13:28:26Z,6.4,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-01T15:28:26Z,3.1,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-01T16:28:26Z,2.7,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-01T19:28:27Z,8.5,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-01T23:28:27Z,6,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T05:28:46Z,4,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T06:28:47Z,7.5,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T07:28:47Z,13,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T08:28:48Z,9,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T10:28:48Z,12.4,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T11:28:48Z,15,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T12:28:49Z,15,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T13:28:48Z,10.4,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T14:28:49Z,12.9,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T15:28:49Z,7.8,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T18:28:49Z,7,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T19:28:48Z,4.8,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-02T21:28:49Z,3.6,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T03:28:56Z,6.9,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T04:28:56Z,7.3,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T07:28:56Z,14.8,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T08:28:57Z,12.1,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T09:28:57Z,21.9,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T10:28:56Z,13.3,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T11:28:57Z,9.6,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T13:28:56Z,13.1,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T14:28:57Z,7.4,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T15:28:57Z,4.3,value,pm10_1h,BBNYA,ČHMÚ
,,22,2023-08-03T19:28:58Z,6.1,value,pm10_1h,BBNYA,ČHMÚ
